date,value,series,series_id,category,unit,frequency
2024-07-01,2164,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2024-08-01,1556,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2024-09-01,1999,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2024-10-01,3254,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2024-11-01,1962,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2024-12-01,1659,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-01-01,1898,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-02-01,2996,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-03-01,1637,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-04-01,1579,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-05-01,1600,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-06-01,1434,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-07-01,1656,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-08-01,1377,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-09-01,2653,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-10-01,1732,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-11-01,2285,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2025-12-01,969,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2026-01-01,552,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
2026-02-01,2920,Total number of dwelling units ;  Victoria ;  Dwellings excluding houses ;  Total Sectors ;,A421445X,Building Approvals,Number,Month
1983-07-01,1970,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1983-08-01,2558,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1983-09-01,2309,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1983-10-01,2363,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1983-11-01,2480,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1983-12-01,2198,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-01-01,1711,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-02-01,2322,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-03-01,2612,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-04-01,2287,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-05-01,3025,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-06-01,2632,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-07-01,2852,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-08-01,3034,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-09-01,2563,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-10-01,2997,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-11-01,2646,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1984-12-01,1989,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-01-01,2115,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-02-01,2488,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-03-01,2566,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-04-01,2613,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-05-01,2953,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-06-01,2410,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-07-01,2840,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-08-01,2756,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-09-01,2586,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-10-01,3130,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-11-01,2722,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1985-12-01,2192,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-01-01,2013,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-02-01,2204,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-03-01,1880,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-04-01,2422,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-05-01,2427,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-06-01,2278,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-07-01,2439,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-08-01,2250,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-09-01,2351,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-10-01,2526,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-11-01,2302,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1986-12-01,2305,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-01-01,1625,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-02-01,2016,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-03-01,2244,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-04-01,2030,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-05-01,2303,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-06-01,2199,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-07-01,2236,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-08-01,2225,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-09-01,2369,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-10-01,2527,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-11-01,2279,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1987-12-01,2439,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1988-01-01,1769,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1988-02-01,2202,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1988-03-01,2542,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1988-04-01,2609,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
1988-05-01,2594,Total number of dwelling units ;  Victoria ;  Houses ;  Private Sector ;,A418540L,Building Approvals,Number,Month
