source_file,source_table,survey_year,metric,tenure,breakdown_var,breakdown_val,geography,stat_type,quality_measure,quality_value,quality_unit,reliability_flag,reliability_note
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,18.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,17.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,15.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,31.6,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,30,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,28,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,5.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NSW,count,rse_pct,8.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Vic.,count,rse_pct,9.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,12.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,11.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,12.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,15.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,31.3,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,19.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NSW,count,rse_pct,8.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Vic.,count,rse_pct,10.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,10.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,13.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,17.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,18.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,24.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,21.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,5.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NSW,count,rse_pct,9.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Vic.,count,rse_pct,10.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,12.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,12.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,15.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,15.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,24.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,15.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,5.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NSW,count,rse_pct,10.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Vic.,count,rse_pct,8.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,13.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,9.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,9.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,20.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,31.3,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,21.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,4.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NSW,count,rse_pct,8.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Vic.,count,rse_pct,10.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,12.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,11.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,11.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,23.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,26.5,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,15.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,4.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NSW,count,rse_pct,9.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Vic.,count,rse_pct,13.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Qld,count,rse_pct,15,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,SA,count,rse_pct,15,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,WA,count,rse_pct,19.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Tas.,count,rse_pct,20.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,NT,count,rse_pct,20.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,ACT,count,rse_pct,28.5,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Greater capital city area,Aust.,count,rse_pct,5.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,16.6,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,28.8,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,18.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,42.4,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,35.9,per_cent,use_with_caution,Relative standard error is 25% to 50%; ABS advises users to interpret with caution.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2007-08,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,11,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,11.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,21.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,11.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,21.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,WA,count,rse_pct,16.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,15.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2009-10,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,7.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,14.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,15.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,12.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,17.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,WA,count,rse_pct,17.1,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,14.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2011-12,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,7.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,11.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,18.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,9.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,20.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,WA,count,rse_pct,18.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,15,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2013-14,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,6.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,12,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,17.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,12.3,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,18.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,WA,count,rse_pct,15.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,12.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2015-16,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,5.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,13.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,17.4,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Qld,count,rse_pct,13.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,SA,count,rse_pct,17.5,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,WA,count,rse_pct,14,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Tas.,count,rse_pct,15.8,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2017-18,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Aust.,count,rse_pct,8.2,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,NSW,count,rse_pct,16.7,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
"13. Rental affordability, lower income renter households, national housing and homelessness agreement basis.xlsx",Table 13.1,2019-20,number_rental_stress_over_30,renter_lower_income,nhha_location,Rest of state,Vic.,count,rse_pct,20.9,per_cent,standard,Relative standard error is below 25%; no high-RSE caution flag is applied.
