date,value,series,series_id,category,unit,frequency
2011-06-01,232.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2011-09-01,228.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2011-12-01,240,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2012-03-01,228,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2012-06-01,222.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2012-09-01,225,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2012-12-01,220,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2013-03-01,227,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2013-06-01,219,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2013-09-01,216.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2013-12-01,220,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2014-03-01,230,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2014-06-01,226.3,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2014-09-01,235,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2014-12-01,235,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2015-03-01,220.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2015-06-01,232,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2015-09-01,235,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2015-12-01,235,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2016-03-01,215,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2016-06-01,220,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2016-09-01,235,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2016-12-01,240,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2017-03-01,249,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2017-06-01,250,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2017-09-01,235,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2017-12-01,250,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2018-03-01,249,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2018-06-01,255,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2018-09-01,265,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2018-12-01,259.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2019-03-01,280,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2019-06-01,267,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2019-09-01,270,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2019-12-01,295,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2020-03-01,298,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2020-06-01,293.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2020-09-01,305,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2020-12-01,321,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2021-03-01,330,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2021-06-01,360,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2021-09-01,360,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2021-12-01,410,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2022-03-01,410,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2022-06-01,420,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2022-09-01,422.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2022-12-01,415,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2023-03-01,420,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2023-06-01,460,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2023-09-01,435,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2023-12-01,435.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2024-03-01,450,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2024-06-01,445,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2024-09-01,450,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2024-12-01,462.5,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2025-03-01,440,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2025-06-01,450,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2025-09-01,460,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2025-12-01,495,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2026-03-01,493,Median Price Attached Dwellings ;  Rest of Tas. ;,A83728598W,House Prices,$'000,Quarter
2003-09-01,160,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2003-12-01,170,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2004-03-01,173,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2004-06-01,172,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2004-09-01,175,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2004-12-01,180,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2005-03-01,190,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2005-06-01,190,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2005-09-01,191.3,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2005-12-01,195,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2006-03-01,200,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2006-06-01,197.8,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2006-09-01,191,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2006-12-01,192,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2007-03-01,200,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2007-06-01,201,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2007-09-01,205,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2007-12-01,210,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2008-03-01,229,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2008-06-01,210,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2008-09-01,198,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2008-12-01,195,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2009-03-01,210,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2009-06-01,217.8,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2009-09-01,221,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2009-12-01,232,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2010-03-01,235,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2010-06-01,229.8,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2010-09-01,235,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2010-12-01,255,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2011-03-01,250,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2011-06-01,248.3,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2011-09-01,235,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2011-12-01,245.3,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2012-03-01,245,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2012-06-01,245,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2012-09-01,235,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2012-12-01,240,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2013-03-01,235,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2013-06-01,245,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2013-09-01,234.9,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2013-12-01,245,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2014-03-01,250,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2014-06-01,245,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2014-09-01,245,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2014-12-01,250,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2015-03-01,250,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2015-06-01,255,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2015-09-01,256,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2015-12-01,265,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2016-03-01,270,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2016-06-01,260.8,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2016-09-01,260,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2016-12-01,276,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2017-03-01,272.5,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2017-06-01,262.8,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2017-09-01,279,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2017-12-01,280,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2018-03-01,295,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2018-06-01,305,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2018-09-01,289.8,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2018-12-01,295,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2019-03-01,292.3,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2019-06-01,290,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2019-09-01,305,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2019-12-01,340,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2020-03-01,340,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2020-06-01,371.7,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2020-09-01,360,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2020-12-01,351,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2021-03-01,360,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2021-06-01,360,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2021-09-01,380,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2021-12-01,425,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2022-03-01,419.5,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2022-06-01,425,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2022-09-01,420,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2022-12-01,415,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2023-03-01,422.5,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2023-06-01,440,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2023-09-01,420,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2023-12-01,510,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2024-03-01,502,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2024-06-01,440,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2024-09-01,420,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2024-12-01,415,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2025-03-01,430,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2025-06-01,435,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2025-09-01,440,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2025-12-01,465,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2026-03-01,480,Median Price Attached Dwellings ;  Rest of Vic. ;,A83728582C,House Prices,$'000,Quarter
2003-09-01,135.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2003-12-01,138,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2004-03-01,139,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2004-06-01,148.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2004-09-01,156,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2004-12-01,165,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2005-03-01,183,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2005-06-01,175,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2005-09-01,190,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2005-12-01,220,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2006-03-01,235,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2006-06-01,230,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2006-09-01,260,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2006-12-01,297,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2007-03-01,285,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2007-06-01,299,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2007-09-01,307.3,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2007-12-01,319.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2008-03-01,320,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2008-06-01,313,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2008-09-01,300,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2008-12-01,300,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2009-03-01,315,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2009-06-01,325,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2009-09-01,331,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2009-12-01,339,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2010-03-01,347.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2010-06-01,348.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2010-09-01,329,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2010-12-01,335,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2011-03-01,310,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2011-06-01,335,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2011-09-01,315,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2011-12-01,328.3,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2012-03-01,325,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2012-06-01,326.8,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2012-09-01,322.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2012-12-01,310,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2013-03-01,315,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2013-06-01,310,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2013-09-01,314.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2013-12-01,320,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2014-03-01,325,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2014-06-01,322,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2014-09-01,325,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2014-12-01,320,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2015-03-01,325,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2015-06-01,315,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2015-09-01,330,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2015-12-01,295,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2016-03-01,327.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2016-06-01,300,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2016-09-01,270,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2016-12-01,288,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2017-03-01,311.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2017-06-01,270,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2017-09-01,268,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2017-12-01,255,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2018-03-01,255,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2018-06-01,233.1,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2018-09-01,240,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2018-12-01,265,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2019-03-01,256.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2019-06-01,230,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2019-09-01,240,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2019-12-01,246.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2020-03-01,233.3,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2020-06-01,210,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2020-09-01,247,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2020-12-01,270,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2021-03-01,265,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2021-06-01,297,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2021-09-01,299.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2021-12-01,295,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2022-03-01,320,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2022-06-01,324.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2022-09-01,300,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2022-12-01,313.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2023-03-01,320,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2023-06-01,323,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2023-09-01,320,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2023-12-01,339,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2024-03-01,365,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2024-06-01,380,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2024-09-01,380,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2024-12-01,400,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2025-03-01,420,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2025-06-01,410,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2025-09-01,435,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2025-12-01,447.5,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2026-03-01,500,Median Price Attached Dwellings ;  Rest of WA ;,A83728594L,House Prices,$'000,Quarter
2003-09-01,371,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2003-12-01,387,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2004-03-01,380,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2004-06-01,380,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2004-09-01,380,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2004-12-01,390,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2005-03-01,385,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2005-06-01,387,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2005-09-01,380,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2005-12-01,383,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2006-03-01,375,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2006-06-01,390,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2006-09-01,380,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
2006-12-01,393.1,Median Price Attached Dwellings ;  Sydney ;,A83728546V,House Prices,$'000,Quarter
