date,value,series,series_id,category,unit,frequency
2003-09-01,197,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2003-12-01,205,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2004-03-01,224,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2004-06-01,235,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2004-09-01,244,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2004-12-01,255,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2005-03-01,270,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2005-06-01,280,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2005-09-01,285,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2005-12-01,290,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2006-03-01,309,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2006-06-01,312.5,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2006-09-01,318.4,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2006-12-01,330,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2007-03-01,347,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2007-06-01,365,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2007-09-01,376,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2007-12-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2008-03-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2008-06-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2008-09-01,365,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2008-12-01,365,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2009-03-01,370,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2009-06-01,372.8,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2009-09-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2009-12-01,395,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2010-03-01,400,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2010-06-01,395,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2010-09-01,388,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2010-12-01,387.5,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2011-03-01,392.8,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2011-06-01,383,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2011-09-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2011-12-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2012-03-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2012-06-01,375,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2012-09-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2012-12-01,380,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2013-03-01,390,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2013-06-01,385.5,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2013-09-01,386.3,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2013-12-01,395,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2014-03-01,390,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2014-06-01,390,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2014-09-01,390,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2014-12-01,405,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2015-03-01,410,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2015-06-01,410.3,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2015-09-01,415,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2015-12-01,420,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2016-03-01,425,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2016-06-01,425,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2016-09-01,435,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2016-12-01,439,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2017-03-01,440,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2017-06-01,449,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2017-09-01,445,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2017-12-01,450,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2018-03-01,449,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2018-06-01,435,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2018-09-01,440,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2018-12-01,433,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2019-03-01,434,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2019-06-01,440,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2019-09-01,441,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2019-12-01,448,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2020-03-01,430,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2020-06-01,430,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2020-09-01,449,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2020-12-01,460,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2021-03-01,465,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2021-06-01,480,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2021-09-01,480,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2021-12-01,500,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2022-03-01,519,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2022-06-01,528,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2022-09-01,528,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2022-12-01,530,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2023-03-01,540,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2023-06-01,560,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2023-09-01,570,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2023-12-01,580,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2024-03-01,605,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2024-06-01,630,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2024-09-01,649,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2024-12-01,675,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2025-03-01,710,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2025-06-01,727.5,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2025-09-01,765,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2025-12-01,800,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2026-03-01,815,Median Price Established Houses ;  Rest of Qld. ;,A83728585K,House Prices,$'000,Quarter
2003-09-01,150,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2003-12-01,162,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2004-03-01,166.6,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2004-06-01,169,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2004-09-01,175,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2004-12-01,182,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2005-03-01,187,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2005-06-01,192,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2005-09-01,189.3,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2005-12-01,199,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2006-03-01,210,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2006-06-01,210,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2006-09-01,200,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2006-12-01,215,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2007-03-01,223,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2007-06-01,223.3,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2007-09-01,228,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2007-12-01,245,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2008-03-01,250,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2008-06-01,240,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2008-09-01,245,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2008-12-01,245,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2009-03-01,248,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2009-06-01,245,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2009-09-01,260,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2009-12-01,267,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2010-03-01,280,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2010-06-01,278,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2010-09-01,275,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2010-12-01,277.3,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2011-03-01,270,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2011-06-01,275,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2011-09-01,260,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2011-12-01,270,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2012-03-01,270,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2012-06-01,270,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2012-09-01,265,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2012-12-01,250,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2013-03-01,247.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2013-06-01,255,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2013-09-01,253,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2013-12-01,268.3,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2014-03-01,265,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2014-06-01,250,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2014-09-01,255,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2014-12-01,275,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2015-03-01,265,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2015-06-01,260,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2015-09-01,260,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2015-12-01,273.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2016-03-01,275,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2016-06-01,265,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2016-09-01,270,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2016-12-01,280,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2017-03-01,285,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2017-06-01,270,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2017-09-01,277.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2017-12-01,273.4,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2018-03-01,280,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2018-06-01,276,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2018-09-01,280,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2018-12-01,295,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2019-03-01,285,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2019-06-01,276.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2019-09-01,287.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2019-12-01,290,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2020-03-01,290,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2020-06-01,280,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2020-09-01,285,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2020-12-01,307.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2021-03-01,300,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2021-06-01,310,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2021-09-01,309,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2021-12-01,335,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2022-03-01,335,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2022-06-01,350,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2022-09-01,345,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2022-12-01,363.3,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2023-03-01,381.8,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2023-06-01,395,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2023-09-01,410,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2023-12-01,430,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2024-03-01,455,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2024-06-01,450,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2024-09-01,465,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2024-12-01,500,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2025-03-01,485,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2025-06-01,510,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2025-09-01,535,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2025-12-01,579.5,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2026-03-01,595,Median Price Established Houses ;  Rest of SA ;,A83728589V,House Prices,$'000,Quarter
2003-09-01,125,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2003-12-01,139.3,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2004-03-01,156,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2004-06-01,156,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2004-09-01,160,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2004-12-01,166.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2005-03-01,179,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2005-06-01,178.3,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2005-09-01,180,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2005-12-01,192,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2006-03-01,192,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2006-06-01,200,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2006-09-01,195,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2006-12-01,199,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2007-03-01,210,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2007-06-01,220,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2007-09-01,220,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2007-12-01,230,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2008-03-01,239.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2008-06-01,230,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2008-09-01,235,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2008-12-01,225,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2009-03-01,235,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2009-06-01,240,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2009-09-01,245,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2009-12-01,252.3,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2010-03-01,262,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2010-06-01,257,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2010-09-01,260,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2010-12-01,260,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2011-03-01,263.9,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2011-06-01,250,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2011-09-01,250,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2011-12-01,250,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2012-03-01,250,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2012-06-01,247,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2012-09-01,249,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2012-12-01,252.3,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2013-03-01,250,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2013-06-01,255,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2013-09-01,249.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2013-12-01,250,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2014-03-01,247,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2014-06-01,236.3,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2014-09-01,262.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2014-12-01,253.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2015-03-01,255,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2015-06-01,252.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2015-09-01,257.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2015-12-01,265,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2016-03-01,264,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2016-06-01,253,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2016-09-01,255,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2016-12-01,274.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2017-03-01,263,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2017-06-01,275,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2017-09-01,273.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2017-12-01,285,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2018-03-01,295,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2018-06-01,300,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2018-09-01,293,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2018-12-01,310,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2019-03-01,310,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2019-06-01,310,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2019-09-01,320,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2019-12-01,340,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2020-03-01,335.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2020-06-01,340,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2020-09-01,350,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2020-12-01,380,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2021-03-01,400,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2021-06-01,420,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2021-09-01,445,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2021-12-01,500.9,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2022-03-01,530.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2022-06-01,525,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2022-09-01,510,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2022-12-01,535,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2023-03-01,520,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2023-06-01,535,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2023-09-01,527.5,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2023-12-01,525,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-03-01,535,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-06-01,535,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-09-01,515,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2024-12-01,550,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2025-03-01,550,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
2025-06-01,550,Median Price Established Houses ;  Rest of Tas. ;,A83728597V,House Prices,$'000,Quarter
