date,value,series,series_id,category,unit,frequency
2022-05-18,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-19,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-20,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-23,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-24,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-25,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-26,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-27,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-30,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-05-31,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-01,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-02,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-03,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-06,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-07,0.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-08,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-09,0.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-10,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-14,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-15,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-16,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-17,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-20,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-21,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-22,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-23,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-24,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-27,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-28,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-29,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-06-30,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-01,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-04,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-05,0.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-06,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-07,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-08,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-11,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-12,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-13,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-14,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-15,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-18,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-19,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-20,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-21,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-22,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-25,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-26,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-27,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-28,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-07-29,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-01,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-02,1.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-03,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-04,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-05,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-08,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-09,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-10,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-11,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-12,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-15,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-16,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-17,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-18,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-19,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-22,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-23,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-24,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-25,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-26,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-29,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-30,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-08-31,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-01,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-02,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-05,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-06,1.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-07,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-08,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-09,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-12,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-13,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-14,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-15,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-16,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-19,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-20,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-21,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-23,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-26,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-27,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-28,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-29,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-09-30,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-03,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-04,2.31,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-05,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-06,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-07,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-10,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-11,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-12,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-13,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-14,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-17,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-18,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-19,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-20,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-21,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-24,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-25,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-26,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-27,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-28,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-10-31,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-01,2.56,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-02,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-03,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-04,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-07,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-08,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-09,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-10,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-11,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-14,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-15,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-16,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-17,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-18,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-21,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-22,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-23,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-24,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-25,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-28,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-29,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-11-30,2.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-01,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-02,2.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-05,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-06,2.81,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-07,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-08,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-09,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-12,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-13,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-14,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-15,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-16,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-19,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-20,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-21,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-22,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-23,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-28,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-29,3.06,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2022-12-30,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-03,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-04,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-05,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-06,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-09,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-10,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-11,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-12,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-13,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-16,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-17,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-18,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-19,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-20,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-23,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-24,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-25,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-27,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-30,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-01-31,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-01,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-02,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-03,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-06,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-07,3.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-08,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-09,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-10,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-13,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-14,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-15,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-16,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-17,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-20,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-21,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-22,3.33,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-23,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-24,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-27,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-02-28,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-01,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-02,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-03,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-06,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-07,3.32,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-08,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-09,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-10,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-13,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-14,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-15,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-16,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-17,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-20,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-21,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-22,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-23,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-24,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-27,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-28,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-29,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-30,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-03-31,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-03,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-04,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-05,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-06,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-11,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-12,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-13,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-14,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-17,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-18,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-19,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-20,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-21,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-24,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-26,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-27,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-04-28,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-01,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-02,3.57,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-03,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-04,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-05,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-08,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-09,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-10,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-11,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-12,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-15,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-16,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-17,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-18,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-19,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-22,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-23,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-24,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-25,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-26,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-29,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-30,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-05-31,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-01,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-02,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-05,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-06,3.82,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-07,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-08,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-09,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-13,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-14,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-15,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-16,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-19,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-20,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-21,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-22,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-23,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
2023-06-26,4.07,Interbank Overnight Cash Rate,FIRMMCRID,Interest Rates,Per cent,Day
